Name	..NM89_RPMI_salmon.quant.sf	..NM90_RPMI_HS5_salmon.quant.sf	..NM91_MM1S_salmon.quant.sf	..NM92_MM1S_HS5_salmon.quant.sf	..NM95_KMS11_salmon.quant.sf	..NM96_KMS11_HS5_salmon.quant.sf
VIPR2	405.5136	229.0513	6.06399	1.01874	3.01028	7.029160000000001
VKORC1	11031.5608	15058.58	7595.13767	12880.9958	3002.95611	3636.4457
VKORC1L1	9928.872	10848.71	11879.127	16551.05	5112.288	4954.849
VLDLR	23.86753	202.60907	441.29846	736.54578	137.2843	177.25263999999999
VMA21	13516.845	15444.7784	9325.7779	16418.8168	4337.74505	4222.4607
VMAC	834.554	646.79	473.781	425.787	85.4049	77.8668
VMO1	58.9001	18.7529	2.15131	8.01	1.01	2.01
VMP1	10356.34608	29705.63676	7030.24732	12338.27652	3205.29028	4596.86847
VN1R1	60.1301	61.5508	30.0073	30.4298	5.0115099999999995	12.0633
VN1R2	19.2306	30.0997	40.0971	18.0857	2.85345	9.295169999999999
VN1R42P	16.01	15.01	12.01	14.01	4.01	4.01
VN1R81P	50.01	59.0549	16.4122	19.7202	16.01	24.9565
VNN1	80.1912	771.9580000000001	11.1348	51.8537	1.0177100000000001	5.20947
VNN3	28.6876	42.18899999999999	42.0767	22.581	5.94351	10.2009
VOPP1	19609.05368	31439.483180000003	41809.14889	79138.55095	14888.772009999999	18951.67134
VPRBP	6669.4316	8286.322	9554.75	11247.721000000001	2021.6970000000001	1871.476
VPREB3	85.4126	115.508	11.0107	18.0105	6.01202	6.01785
VPS11	3401.6839299999997	3752.82898	4667.15966	5047.94629	990.9001199999999	1093.5290300000001
VPS13A	3950.3720000000003	5815.1076	7233.47475	8970.22953	2461.1023600000003	2988.73587
VPS13B	6481.6725	3914.90432	1760.26718	1865.3599399999998	2523.97168	2509.77007
VPS13C	10946.4661	18814.6335	8993.69	10348.7424	2176.69	2681.9941
VPS13D	5530.2732	7272.7931	3161.34395	3973.59359	1423.96365	1456.89032
VPS16	5457.8407	10837.13375	5226.10464	7120.982309999999	1143.0447900000001	1354.36258
VPS18	2520.4276800000002	4835.42316	5230.0719	5499.42569	1408.42694	1453.14256
VPS25	6402.7458	8382.41373	7264.841359999999	11159.008259999999	3514.69571	3778.9365299999995
VPS26A	11054.537209999999	12717.542790000001	7285.171509999999	10401.60001	1788.0766	1953.1238600000001
VPS26B	5823.51565	6774.630690000001	9960.33242	13565.91037	2485.26501	2403.9604600000002
VPS28	5488.1684	6181.1336	8005.683129999999	9768.817079999999	1400.4053900000001	1759.46368
VPS29	11697.0807	13949.7242	3488.7659999999996	5603.1	1260.2083400000001	1349.6816
VPS33A	6632.86717	6590.73599	1772.75925	2619.86615	1273.80611	1260.01331
VPS33B	2834.31639	4372.65593	1684.8229199999998	2003.5829	687.6251	728.18423
VPS35	37827.0579	40935.8355	19475.24855	26630.65294	5799.4978	5561.48006
VPS36	5321.4825	4902.70205	3786.32191	5383.4397	2203.03698	2045.4157
VPS37A	3039.06799	4142.31001	3487.45783	5237.05966	1207.16633	1425.91655
VPS37B	7794.2079	12195.9613	11174.0239	20833.23386	2407.50911	3683.9081
VPS37C	3100.98191	3213.6611	1805.3838600000001	3076.84171	260.03379	227.01986000000002
VPS37D	8.90747	50.01	5.01	20.0139	89.2571	124.14435
VPS39	7038.7182	7400.793659999999	9911.65627	12969.59346	2023.83829	2269.7761800000003
VPS41	5039.9064	6245.39444	5199.37556	5277.793360000001	3398.43422	3514.6012100000003
VPS45	7094.8385	7362.02714	2622.8779	3187.59686	2200.86297	2130.68902
VPS4A	13309.4881	17737.4608	9781.68966	15606.5837	3198.93901	3173.42724
VPS4B	11825.52467	11001.625390000001	6953.698590000001	8045.34353	4259.07815	4005.309
VPS50	4832.315	4999.51319	3619.3276200000005	4190.6386600000005	937.37503	856.2167
VPS51	19689.02122	21957.7429	19592.46695	29741.19536	4506.56027	5057.0574799999995
VPS52	4845.64295	6164.6202	3766.64447	5069.1842	1063.31293	1135.8287
VPS53	4162.04011	6085.0024	5933.81256	7565.54522	2159.73061	2002.12445
VPS54	3343.9444	4434.73014	3112.1813	4736.6389	1614.1734	1976.4658
VPS72	8347.26129	11949.7641	6615.402279999999	10839.7825	5772.03	5864.0267
VPS8	4572.16625	4070.98434	2565.09736	3075.5091	900.01509	919.20205
VPS9D1	590.36269	702.12629	456.45359	551.32228	443.08425	507.5213
VPS9D1-AS1	1287.9289999999999	1945.3668	909.60407	1283.0257	3507.619	3529.2129999999997
VRK1	6456.07018	9539.50519	3520.70076	6586.70058	1613.83003	1640.86115
VRK2	3538.1312399999997	4215.90619	2282.32146	2748.88861	1360.98706	970.7096
VRK3	6690.175929999999	8863.97097	4887.72465	7398.43728	2060.15158	2211.94649
VRTN	26.2179	17.3947	7.269660000000001	9.99724	2.01022	3.01353
VSIG1	14.3741	21.4045	42.3503	57.8076	13.2976	12.347999999999999
VSIG10	807.4881799999999	674.6484	114.66431000000001	292.39691	101.28950999999999	95.15909
VSIG2	1.01	16.02	37.06892	29.02004	19.020039999999998	23.02003
VSNL1	2.35345	13.79394	11.38304	14.29561	4.33078	2.18419
VSTM2A	4.1292	3.08288	51.91583	6.09664	1.0376299999999998	1.02449
VSTM4	300.3542	796.5447	73.6224	283.02299999999997	3.02	17.18238
VSX1	20.1285	42.33439	4.0229800000000004	11.03134	2.1672	4.72446
VTA1	5331.735	6603.7787100000005	4747.726	6049.827920000001	2890.986	2562.139
VTI1A	2135.72258	3469.5853	2488.3899	2859.5859	1231.27912	1164.7739
VTI1B	4972.0742	6719.2362299999995	3631.0982299999996	4397.0788	2398.0179	2360.4812
VTRNA2-1	19.01	11.01	15.01	16.01	2.01	4.01
VWA3B	11.20831	13.0352	10.09155	13.10677	3.03022	4.02306
VWA5A	211.04942999999997	919.2593800000001	90.02998000000001	1117.0401	80.03	155.21473999999998
VWA5B2	42.0722	92.05064	11.02	36.0224	24.01999	18.029989999999998
VWA7	280.45212000000004	262.08229	936.3499	1540.0301	90.32836	77.3234
VWA8	5992.86914	4339.76077	2013.0342	2538.4077	1345.6100800000002	1303.5877
VWA9	11129.26411	11415.02161	5772.63443	7935.247920000001	2207.09355	2277.65835
VWC2	4.0314	11.6628	21.5002	7.163139999999999	56.7616	33.0608
VWCE	80.16778000000001	43.30327	109.75858999999998	117.4864	137.07457	133.96656000000002
VWDE	369.04963	425.0539	209.01	422.02999000000005	123.02989	162.07242
WAC	20131.34115	21582.354769999998	19899.50648	24395.89729	13508.31435	13550.59392
WAC-AS1	4297.445	4046.248	1835.1860000000001	2392.105	949.0880000000001	1070.29
WAPL	8353.783000000001	11649.55927	12978.4232	15339.927119999998	5372.106	5123.7771
WARS	62464.128039999996	23020.64539	5131.63489	8911.85627	4487.96195	5106.44583
WARS2	1431.53226	1337.5279999999998	994.4373199999999	1189.263	247.0199	289.02999
WARS2-IT1	331.642	370.293	188.80700000000002	212.399	39.1913	35.9719
WAS	9649.06696	19168.19988	6193.181	8300.48395	1806.93845	1742.3397
WASF1	369.0299	893.0536	463.0297	801.173	435.04662	389.4172
WASF2	27106.8	29966.149110000002	20041.7	22288.2	6430.23	6090.49
WASF3	1.01861	327.5856	1204.147	2074.155	708.02	598.125
WASF3-AS1	34.40354	18.83241	8.869580000000001	20.04851	4.1165	3.38953
WASH1	1479.32	1652.98	1671.96	2293.58	650.479	796.077
WASH2P	1769.695	1736.5320000000002	1288.0919999999999	1923.4379999999999	312.6218	415.9698
WASH3P	3117.8147	3770.2209999999995	2658.026	3344.9517	1107.2169999999999	1123.52487
WASH4P	237.16299999999998	232.50900000000001	213.547	238.139	41.813	22.2444
WASH5P	5026.444	6039.18323	6180.51162	6988.181479999999	1284.22391	1615.8614699999998
WASH6P	2546.21512	3661.4235	3427.9468880000004	4820.295062	796.31852	1018.2289999999999
WASH7P	2407.09	3442.618	2750.245	4183.077	1022.05	1158.264
WASIR2	3.14275	7.11715	22.2798	22.6893	13.113	22.1316
WASL	1442.71	2362.0	1318.97	2101.7	367.19300000000004	540.998
WBP1	3920.0902	4051.56643	2862.50634	4282.641479999999	1148.87546	1435.69944
WBP11	10989.38427	18861.49124	15984.72643	24897.7978	5511.58188	5353.87051
WBP11P1	8.91629	14.2399	7.0648100000000005	4.21305	2.41359	2.03693
WBP1L	2891.82	5203.84	8064.64	8260.87	2015.5770000000002	2150.5589999999997
WBP1LP2	64.7071	109.93799999999999	41.4188	71.7512	5.85795	12.1375
WBP2	8304.081240000001	15512.6551	9947.905420000001	17794.04845	3204.53343	3815.90453
WBP2NL	247.56537999999998	206.37035	65.85036	123.88866999999999	33.66131	37.2947
WBP4	1520.54	1938.41	1285.93	1779.65	471.711	512.177
WBSCR16	7363.385040000001	13472.1411	10784.805709999999	14332.10047	5337.67163	4824.36354
WBSCR17	495.1454	674.0963	64.40807	15.2335	373.76199999999994	380.611
WBSCR22	27123.632760000004	29606.20354	11839.1531	18690.2471	9420.69062	10057.3784
WBSCR27	4557.023	4559.314	557.6752	962.3306	176.83203999999998	260.56229
WBSCR28	65.6206	273.974	45.01	232.5972	6.01	12.01
WDFY1	2090.31327	5112.580870000001	2940.41003	5202.7487200000005	1391.14343	1284.06148
WDFY2	1902.4970399999997	2576.1012	907.2769999999999	1208.9507	316.7669	244.4896
WDFY3	344.13133999999997	1862.00555	1392.6614	1588.1153	1139.2540900000001	1155.62274
WDFY3-AS2	14.0104	62.775119999999994	4.0148	18.02519	28.3168	36.0223
WDHD1	3894.9957	6282.47677	2575.9784	3742.7312	1707.0451	1627.68102
WDPCP	1465.41862	1273.75728	1075.8866	959.47924	355.26661	385.37395
WDR1	31411.011810000004	52365.04271	56073.74294	52824.84771	13490.57505	11176.10491
WDR11	5064.81697	4137.0363	7024.87548	6843.87392	1683.5453300000001	1707.2343899999998
WDR11-AS1	26.686529999999998	33.30345	4.1448599999999995	5.35131	3.0256	5.0903599999999996
WDR12	9532.09648	13198.325690000001	8236.80993	13957.07401	3611.7538600000003	3667.4815
WDR13	6998.044	7120.60545	3755.6238	5230.3038	1469.0328	1482.38256
WDR17	25.1612	88.40573	224.51796000000002	295.06403	202.74677	187.2031
WDR18	10539.96484	14005.9759	9778.07107	15477.40106	4180.2244200000005	4265.41207
WDR19	1694.7125600000002	1674.7014	915.58095	1488.82374	293.10052	358.68172999999996
WDR20	1787.6668	2537.99658	1108.69587	1458.92105	830.28336	794.3206
WDR24	3246.1826	5078.9431	3320.6618	5466.174	516.16822	613.98113
WDR25	1065.85434	821.78081	276.19187999999997	445.84700999999995	220.6699	222.71245
WDR26	13189.24952	22488.32329	10809.03307	14897.0832	5828.23125	7039.190390000001
WDR27	1203.0705	1132.1563199999998	426.79503	402.53992	451.73099	577.58238
WDR3	8155.894	10199.302	7031.156	9985.586	1796.6242	1609.8563
WDR31	1235.3875699999999	940.9173	482.9049	704.76063	174.50328000000002	227.2062
WDR33	13437.4448	17145.0508	13883.0123	17633.2673	3229.8482	3065.8767
WDR34	10197.9941	15697.19553	15388.7685	24316.0847	2809.1633	3022.5316
WDR35	826.03945	1513.46934	407.0301	939.0405599999999	544.08935	612.2421
WDR36	13699.27901	15684.44977	9364.68551	12064.05658	4251.68074	3894.5129100000004
WDR37	2692.97674	3515.9507399999998	3090.6044100000004	3432.53525	1011.8974099999999	912.5429300000001
WDR38	8.01	24.0211	5.058	7.01	4.01	2.01
WDR4	4622.444170000001	7734.8786	10857.0996	14580.3444	2618.9622	2899.4505
WDR41	11649.33869	7848.50646	1967.9205600000003	3053.50477	1793.82085	1661.9864400000001
WDR43	15049.0902	16835.69154	14405.5158	19871.9585	8139.74595	7340.500959999999
WDR44	1917.7267	3032.7213899999997	1968.30868	2179.0249	675.0444	605.2035099999999
WDR45	8761.5144	5200.22635	3247.92833	4613.70828	937.9263300000001	1027.3059
WDR45B	5819.1447	8143.519990000001	6070.79274	8594.15765	2501.7577899999997	2526.94877
WDR46	6524.591710000001	10189.45879	7059.2287400000005	8657.43108	3205.2879	3081.05194
WDR47	1157.00009	2134.45361	328.3116	653.99387	490.06324000000006	459.85840999999994
WDR48	7157.329809999999	6972.4637299999995	4996.41825	6329.6504700000005	1087.3134300000002	1182.10679
WDR5	11397.8676	14154.3549	10721.6297	14910.2293	5107.49487	4579.62787
WDR53	2174.8782	2673.7255	2621.4376	4270.5054	730.5839	697.3017
WDR54	6088.51606	8194.93571	2396.5786	5199.80923	1403.4720300000001	1451.55808
WDR55	5795.312	7333.3	5593.306	6800.2122	1563.6183	1552.9229
WDR59	4685.52267	5727.63857	1091.90427	1494.3410199999998	1523.45274	1599.4035199999998
WDR5B	509.716	801.45	295.31	328.941	74.4988	108.443
WDR6	9237.831240000001	11692.674990000001	22489.95251	22515.07596	3826.2430200000003	3614.03925
WDR60	1015.6217	1669.4960199999998	1723.5188	1998.5329	929.6618599999999	1019.1067199999999
WDR61	7470.90534	9193.71689	4234.77823	6372.32341	2156.3270899999998	2008.56825
WDR62	3814.6452	6104.4775	5906.1347	8674.5055	2415.20554	2336.73205
WDR64	88.02999	22.54151	107.44046000000002	163.0299	2.01	1.01
WDR66	377.3735	380.67214	250.06142999999997	335.14243	93.02944000000001	139.21624
WDR7	2600.47667	4010.40887	3243.44602	3723.86539	1656.26182	1668.29989
WDR70	4354.1884	5072.0802	2711.7507	3088.7695	1003.79544	951.62132
WDR72	3214.2389	4066.6308	33.307629999999996	29.197540000000004	7.99741	7.13818
WDR73	2823.41437	2813.31695	2932.94331	4093.16647	1055.6156	951.7613
WDR74	10485.501909999999	10380.54693	7423.5772	12623.1691	4060.86592	4150.69382
WDR75	8421.6798	10131.59248	7175.24662	10409.739520000001	4219.9871	3769.8391899999997
WDR76	5598.6702	6907.8463	10916.516000000001	13849.6435	2319.04	2336.1939
WDR77	3080.5185	6967.9455	6190.429	7740.408	3355.5281	2967.6774
WDR78	398.73322	347.7408	74.72684	105.02373	23.4439	30.12818
WDR81	3403.55972	4764.75231	5407.62929	5556.22121	1416.707	1473.90525
WDR82	21396.2632	26190.5221	22220.3365	25353.83761	5030.37918	5025.08104
WDR83	1247.54554	2014.4496	1440.8500800000002	2475.27947	444.24979	559.24663
WDR83OS	11838.79	11818.24	7823.33	10231.5	2818.47848	3084.563
WDR86-AS1	25.01	13.3905	8.42908	17.01	2.18262	1.01
WDR88	75.01	38.01	27.02	18.01	18.01	21.01
WDR89	2456.366	3410.4159999999997	1242.9755	2282.406	448.9806	533.6964
WDR90	5093.67898	5048.19654	4021.4037799999996	4624.4782700000005	2204.22215	2129.8010600000002
WDR91	1960.9463899999998	2090.83163	1343.6562	2057.40195	1012.54699	1021.9191
WDR92	2360.8586	3102.5852	2501.0388	3799.6564	988.0232	923.5443
WDR93	67.07548	60.3909	23.48041	30.614040000000003	4.15864	9.44312
WDR97	53.82975	45.5941	49.8981	13.19356	19.3637	17.204420000000002
WDSUB1	1099.8617	1205.1784	1298.0113	1775.747	304.5521	345.23657000000003
WDTC1	11257.52844	11533.38756	5632.863	7481.263000000001	1498.7184	1746.9488
WDYHV1	1392.6282800000001	2023.6630300000002	1508.4077	2498.7384	445.07555	529.404
WEE1	4993.7527	6559.0154600000005	10379.3886	13266.971000000001	4070.91693	3835.0362200000004
WEE2-AS1	272.74216	74.25498	27.0259	4.04919	10.02	16.03991
WFDC1	70.7576	83.5164	46.2696	48.3083	13.81825	14.722010000000001
WFDC11	4.20293	15.65272	6.05278	2.04041	4.0464400000000005	4.72393
WFDC3	58.58445	40.34984	7.74555	17.8065	4.62507	8.65093
WFIKKN1	29.0164	36.01	28.0161	38.0103	35.0144	43.01
WFS1	2987.17159	3001.1742600000002	5292.38533	7761.8579	1048.99427	1198.037
WHAMM	1063.3866	1300.4899	1169.7128	1781.1432399999999	251.48852000000002	337.5
WHAMMP2	202.34799999999998	163.11462	115.62006000000001	156.96	20.2296	29.2229
WHAMMP3	253.90200000000002	317.27274	79.5072	206.357	31.941879999999998	45.23942
WHSC1	19138.923740000002	23972.60986	27728.55535	38523.03373	16183.93924	13431.324059999999
WHSC1L1	6238.354920000001	7729.17263	8997.62141	10226.05173	2961.61287	2865.7162
WIPF1	43741.111130000005	97678.01137000001	26936.60482	31979.65881	4996.2645600000005	4809.48169
WIPF2	7667.84648	8758.431209999999	5653.02669	7357.48748	2690.0214300000002	2658.38233
WIPF3	166.09749	261.62597999999997	107.46031	191.3118	144.21983999999998	151.3551
WIPI1	8479.98464	8338.6524	3133.07378	11074.9739	476.7592	985.8471800000001
WIPI2	10056.70235	13119.8578	10016.16102	13403.85947	3746.36788	4066.3063399999996
WISP2	195.1628	182.82393000000002	158.40198999999998	336.8633	19.89971	28.4665
WISP3	53.1878	31.000320000000002	15.3277	14.294	3.05708	8.05622
WIZ	6175.1732	8831.8312	5357.486999999999	8100.17067	3018.27598	2609.09538
WLS	1239.24921	3693.21261	1687.53166	3625.0777	939.17806	879.29926
WNK1	13133.61285	18003.822940000002	15073.637009999999	16962.99122	21025.08324	18970.98169
WNK2	2108.2648	1900.2150399999998	2838.6017899999997	3995.4454	4639.1556	4886.3055
WNK3	38.4934	79.4655	9.10179	43.8712	542.4753	622.03645
WNK4	128.64316000000002	141.35074	15.600679999999999	18.01	9.748669999999999	18.195729999999998
WNT10A	1304.1755	429.53490999999997	9309.62452	11224.4077	3357.6947200000004	2535.5635
WNT10B	212.07303	435.5838	83.01	440.221	570.1393099999999	604.52925
WNT11	113.03	95.0601	7.02	45.03	3424.58	5940.465999999999
WNT16	12.0112	21.01	23.01	27.0111	5.01	5.01
WNT2B	141.811	284.9211	77.3128	192.29018	45.892309999999995	60.193430000000006
WNT3	87.3681	127.67399999999999	27.7813	45.1062	163.842	171.572
WNT5A	1370.6394699999998	7299.73052	867.755	2848.8219	441.17	644.9868299999999
WNT5A-AS1	9.01	104.575	45.1851	42.37	29.9287	46.1041
WNT5B	473.06958	770.25401	8588.99678	4675.930670000001	3792.45276	3050.93025
WNT8B	62.0101	52.01	25.01	122.01	13.01	17.01
WNT9A	1267.4	771.677	256.716	625.145	44.6738	55.1328
WNT9B	19.357	23.9244	7.15999	19.6169	6.9139100000000004	3.0493799999999998
WRAP53	2072.2234	3666.4281	2551.2898	4329.3886	420.07183	499.14119000000005
WRAP73	3440.13707	4635.4083200000005	3990.57514	5037.95115	1452.95569	1457.8791
WRB	5635.851479999999	6789.73078	4116.76044	7569.20973	1426.93914	1620.9895
WRN	2516.24031	2465.9299	2098.22354	2333.19036	1110.01	1080.6
WRNIP1	9214.7216	11857.415	3986.723	6096.04	2721.7940000000003	2485.87286
WSB1	7892.0602	13892.0095	2265.76343	3493.7131	1885.7956199999999	1937.4422100000002
WSB2	2019.87911	5157.29034	1418.2997	2131.0957	1651.05264	1613.07789
WSCD1	36.6834	23.7428	19239.158180000002	20190.40221	1076.27021	1100.3843
WT1	130.5508	472.39099999999996	32.9546	135.1722	161.1225	216.64812
WT1-AS	370.63251	511.58665	2.02199	31.1966	66.19689	113.1531
WTAP	12344.76072	17992.5234	6998.31258	10296.57674	4561.85007	4516.579000000001
WTIP	601.144	876.0066	369.583	808.1410000000001	156.428	211.43099999999998
WWC1	6064.15515	9221.017259999999	7112.114309999999	9160.41539	1160.95585	1132.66597
WWC2	174.0299	1450.64906	1011.025	2913.52095	650.53977	867.53764
WWC3	5659.8851	4017.1609	7528.0189	5732.062	6210.828	6342.6345
WWOX	2871.56307	1845.81518	471.60237	809.83688	729.74135	613.57542
WWP1	3358.2413799999995	6621.5377	3250.8142399999997	5197.0747	2543.6719399999997	2686.85835
WWP2	10932.414509999999	11137.26354	8324.45948	9252.56907	2234.59543	1987.88508
WWTR1	195.32349	1954.6027	425.9647	791.20259	65.553	121.4889
WWTR1-AS1	10.6398	12.84135	5.17857	21.6804	3.54765	11.9488
WWTR1-IT1	35.2152	37.039	7.566339999999999	25.6247	5.796530000000001	7.65388
XAB2	10001.243	14085.3217	10230.353000000001	13185.8333	3084.8356	2913.6243
XAF1	2545.28615	3774.2806299999997	223.01984	307.0325	147.032	159.12689
XBP1	44830.697	51128.893	117422.80099999999	374967.651	22035.6226	50054.1325
XCR1	73.96514	199.0325	1894.2554	2236.7199	6.846139999999999	7.01
XDH	913.4889999999999	1425.6622	3.01647	45.0852	1.84559	2.0484
XIAP	16185.2189	11926.5096	5505.83905	6802.52472	2417.2559300000003	2251.08374
XIST	101.395	89.8022	19171.73537	16251.436880000001	5.02747	9.09407
XK	4756.62	3357.25	1439.25	1286.0	1527.33	1417.68
XKR4	57.3413	91.9481	35.5527	65.063	12.4518	21.4738
XKR5	20.3691	27.0119	12.7939	18.4358	9.05408	7.145789999999999
XKR6	559.9803	564.87458	685.6149	986.1189999999999	263.54117	323.4586
XKR7	20.0165	12.0101	9.01862	17.0228	1.01	1.01
XKR8	370.85226	794.143	1094.82	1620.9075699999999	248.168	183.01
XKR9	77.91443000000001	91.6973	49.11121	192.5473	24.913	22.0225
XKRX	232.0196	73.02	30.019990000000004	64.02	2.01	6.02
XPA	1146.03831	1093.229	1522.50719	2559.1953	492.23422999999997	435.02957999999995
XPC	6936.9661	7650.600820000001	4710.00624	5529.97544	732.15023	827.66825
XPNPEP1	4966.92046	6424.69894	5101.91148	7979.6747	4985.99974	4271.3931
XPNPEP3	4008.5885	3977.0814600000003	4161.1312	4931.444079999999	1235.04634	1216.97852
XPO1	32637.15357	59713.10577	37670.82745	52577.99935	21121.985119999998	19522.597840000002
XPO4	6218.565	6709.2446	6941.0171	8017.1037	3127.6352	2789.8433
XPO5	12059.67925	14007.61779	8621.710640000001	10524.15539	7243.12525	6892.86103
XPO6	13220.883759999999	23386.3272	22863.63267	32114.0013	18923.22096	19262.9689
XPO7	11371.28117	14523.549319999998	15411.198209999999	22228.650540000002	4464.58428	4254.15215
XPOT	58016.3126	28892.5404	22729.9513	35703.4343	30270.2273	33249.31407
XPR1	7186.79467	11583.908870000001	7697.091829999999	11247.67925	3840.8629899999996	4084.15
XRCC1	3970.216	5030.44091	4436.627979999999	6498.012	1356.6805	1367.7771599999999
XRCC2	3510.6	4313.6	4831.44	7822.32	1899.825	2183.257
XRCC3	2760.89779	4063.1976299999997	2517.0726	4661.82949	1183.04497	1115.4257699999998
XRCC4	2201.4556	2814.4203	1267.2272	1984.1144	626.3284	753.35612
XRCC5	30890.45548	51472.22563	65765.96154	80868.19117	23703.34015	20698.38084
XRCC6	71625.60409	111295.3499	58236.6007	74780.177	22194.4566	21473.7661
XRCC6BP1	1235.0053	1234.8318	950.8029	1608.2679999999998	969.5375	942.2342
XRN1	8213.95904	12505.43067	5851.1867	10476.98305	1673.8091	2373.72064
XRN2	14968.6	25052.9	11728.6	17704.6	3432.47	3670.81
XRRA1	1078.40672	1170.98489	2119.67785	2609.2042	247.24171	308.43313
XXbac-B135H6.18	24.0064	18.01	21.01	17.01	4.01	8.01
XXbac-B33L19.6	35.4834	45.28805	67.11946	71.296423	6.43774	6.992089999999999
XXbac-B444P24.14	2.0100700000000002	1.01	5.01	18.01	2.01	3.01
XXbac-B461K10.4	128.516	250.71900000000002	891.3919999999999	1246.93	254.108	268.505
XXbac-B476C20.13	19.8751	38.7062	28.8979	44.7713	11.0415	8.121739999999999
XXbac-B476C20.9	68.33162	81.5499	119.88503	161.17241	28.6308	20.238210000000002
XXbac-BPG154L12.4	2001.47	1721.81	884.3910000000001	926.7	290.247	352.93800000000005
XXbac-BPG170G13.31	2.1284400000000003	4.91399	4.01	2.01	1.01	1.01
XXbac-BPG181B23.7	420.849	244.845	50.3099	61.2688	23.814	16.5235
XXbac-BPG181M17.6	22.4741	24.4765	31.9222	24.9601	10.8104	11.0816
XXbac-BPG246D15.9	766.0219999999999	1419.97	655.2230000000001	1259.98	152.10299999999998	275.2
XXbac-BPG248L24.12	937.682	1401.02	742.4060000000001	1099.82	266.275	354.67199999999997
XXbac-BPG252P9.10	65.5241	103.21	20.8118	67.1636	2.92758	4.167
XXbac-BPG252P9.9	723.643	2236.0	2378.58	3235.43	205.35299999999998	205.505
XXbac-BPG283O16.9	2579.24	1774.71	949.525	1130.1	219.78900000000002	315.431
XXbac-BPG299F13.14	47.0198	47.1999	4.6272	5.50714	1.01	3.12359
XXbac-BPG299F13.17	511.20099999999996	445.37199999999996	169.13400000000001	230.753	51.2785	111.4
XXbac-BPG300A18.13	55.2911	43.8313	5.3825400000000005	8.605269999999999	19.5307	13.5363
XXbac-BPG308K3.5	3.5035800000000004	9.66956	10.6558	9.160680000000001	6.88167	8.53539
XXbac-BPG32J3.22	217.45	274.03556000000003	193.3164	257.2483	209.3919	196.377
XXbac-BPGBPG55C20.1	9.96916	1.35911	12.5341	33.2564	1.38204	2.9942900000000003
XXbac-BPGBPG55C20.2	542.643	432.316	246.31799999999998	463.094	121.965	152.158
XX-C283C717.1	12.2824	39.7811	12.1498	47.901	1.01	2.01
XX-FW83563B9.5	480.425	561.746	175.78599999999997	199.19299999999998	71.6399	71.1982
XXyac-YM21GA2.7	2251.81	1547.61	38.0374	44.8354	8.04637	8.20837
XXyac-YR38GF2.1	103.07600000000001	121.449	46.2581	71.5463	7.69044	7.15523
XXyac-YRM2039.3	554.1419999999999	505.065	296.61400000000003	334.139	68.5778	101.37700000000001
XXyac-YX155B6.5	20.0959	14.1688	12.5737	33.1237	1.1104	8.92225
XXyac-YX155B6.7	11.6633	8.01	8.01	17.01	2.72255	3.01
XXyac-YX65C7_A.2	23.4479	23.987	4.021669999999999	14.0514	3.01	13.01
XXYLT1	1971.9613	2003.89582	2066.68432	1471.4899	1449.59331	1211.2596199999998
XYLB	968.811	1004.24966	929.7697099999999	1077.8209	217.29216	239.11108
XYLT1	172.27900000000002	646.641	6695.86	5800.06884	2806.93	4855.55924
XYLT2	1919.1847	3838.36824	3968.52786	6643.6784	1545.3965	1839.6313
YAE1D1	745.0404	840.5971800000001	532.9914200000001	1094.45493	153.0662	165.71696
YAF2	2037.0453	2951.42878	1886.3874600000001	3545.2869200000005	765.31427	908.29254
YAP1	3.01003	2695.12652	364.42199999999997	1094.0512	565.26821	581.24877
YARS	57302.937999999995	39887.5727	23943.0883	34300.9983	9446.89605	10862.76158
YARS2	3098.0690000000004	4243.29	3028.9770000000003	3671.685	1128.32	945.8888
YBEY	3453.82207	3718.9874	1551.3753199999999	2083.0512	579.94148	658.2099599999999
YBX1	191375.177	258696.145	146029.6707	223263.486	68158.5964	69462.63592
YBX1P1	100.619	148.796	97.1942	128.545	23.9218	21.5775
YBX1P10	39.9583	63.5594	32.7936	45.3005	3.04225	4.056019999999999
YBX1P2	11.7747	13.0491	7.573360000000001	11.584000000000001	4.02022	4.02377
YBX1P4	8.01042	4.0102	7.0101	3.01525	3.01008	1.0100200000000001
YBX3	23482.29094	37573.605610000006	16515.9366	32171.65904	5242.43504	5578.80556
YDJC	2562.2796	3402.0988	5321.7538	8251.2669	2737.603	2760.292
YEATS2	10130.42482	13751.100480000001	11371.495579999999	14348.79759	3138.3206	3445.2631
YEATS2-AS1	115.07548	139.1844	146.82777	102.28696	21.11637	47.49429
YEATS4	3998.0512	3732.9578	4691.3969	6979.0791	2017.95887	2349.0852
YES1	3821.97951	6238.5266	509.05931	1504.7998	283.8146	354.09191
YIF1A	8654.8191	13542.13151	5625.2398	9801.621570000001	2775.52132	3180.01152
YIF1B	8267.07005	10350.1226	6496.77154	10902.5645	1475.6634900000001	1658.9742099999999
YIPF1	3426.685	5616.36864	2799.0997	4765.4232600000005	833.3466	920.7229
YIPF2	5381.31121	5278.0676	2877.9013	3032.35832	757.7459299999999	863.77125
YIPF3	8020.54098	9437.64032	6280.49837	8892.85923	2308.0981	2547.0203699999997
YIPF4	10408.77981	9245.596	5505.0923299999995	9709.1509	3062.7276899999997	3492.4756
YIPF5	7205.7443	7095.9846	5056.8534	7534.2976	1370.1422	1386.96254
