Name	..NM89_RPMI_salmon.quant.sf	..NM90_RPMI_HS5_salmon.quant.sf	..NM91_MM1S_salmon.quant.sf	..NM92_MM1S_HS5_salmon.quant.sf	..NM95_KMS11_salmon.quant.sf	..NM96_KMS11_HS5_salmon.quant.sf
A1BG	980.97371	1196.1893	38.390370000000004	79.9608	4.6805	20.19474
A1BG-AS1	944.947	1099.25405	3.7654699999999997	21.01	1.8492400000000002	2.56537
A2ML1	40.59213	35.81726	50.15228	58.308980000000005	5.0450099999999996	23.14249
A4GALT	356.1266	948.405	111.0401	277.05026000000004	30.029970000000002	59.040040000000005
AAAS	6804.93882	10485.49632	7644.58436	10605.59263	4690.76598	4957.3595700000005
AACS	5417.75377	6000.59178	3057.8235600000003	3400.31075	1452.30985	1427.0380300000002
AACSP1	191.179	181.1528	27.8756	37.5874	22.480999999999998	22.6264
AADACL3	13.0758	19.712	6.0206599999999995	10.164	4.01	5.10623
AADAT	9.05981	151.47838000000002	17.4245	50.63939	100.3978	83.3272
AAED1	590.21661	974.7287	153.57747	295.3901	768.03901	697.38713
AAGAB	10515.3624	14616.976999999999	8711.02352	12741.174079999999	2888.79331	2688.53302
AAK1	5151.15977	9190.85961	4071.52075	7773.70503	3091.12195	3384.6873
AAMDC	745.25807	1110.73444	310.63673	419.14444	164.28089	144.89457
AAMP	9895.8447	14148.5604	15615.9451	21353.94257	4437.59955	4311.941510000001
AANAT	39.03972	98.1343	30.05958	73.9043	6.04082	22.04
AAR2	5203.4582	5775.4594	6307.685	6861.0123	2996.4266	2515.0309
AARD	49.9801	76.9535	61.4344	100.42399999999999	29.984	28.1124
AARS	103356.7856	61135.920289999995	25353.13916	39709.17538	8487.6759	11013.8596
AARS2	2703.33075	5458.99496	4286.9136	6503.30419	1561.33316	1648.01053
AARSD1	7618.46867	7379.34063	3442.6657	4742.62052	1191.8563	1272.2433800000001
AASDH	1127.1845	1260.6060300000001	828.92346	1483.70055	354.2673	347.03007
AASDHPPT	12189.2361	12143.84323	8536.06005	12325.3433	2156.82555	2019.9137899999998
AASS	73.7356	148.9633	660.309	1262.2024	334.8092	319.3974
AATBC	130.0675	70.1412	73.0258	91.3456	48.01999	46.09612
AATF	13011.93794	17678.571630000002	13044.234120000001	18002.92088	5547.2253	4737.81332
AB019441.29	45.5814	37.7074	27.3844	53.7395	9.08377	5.0522599999999995
ABALON	239.65099999999998	371.964	838.5269999999999	1459.93	43.3597	35.4635
ABAT	267.19277	296.79742000000005	196.38103999999998	221.94695	457.68253	313.38452
ABC7-42404400C24.1	53.7524	66.0691	55.4155	70.4913	7.781789999999999	12.4299
ABCA1	805.182	5797.20232	167.02138	1836.5160399999997	853.04437	1856.2133399999998
ABCA10	81.8282	77.64896999999999	46.08127	69.73571	6.825939999999999	5.57817
ABCA11P	559.0165	539.0488	114.4705	380.5736	88.85922	57.49815
ABCA13	29.7673	51.32399	15.20328	31.03267	2.16875	3.1477
ABCA17P	66.36206	157.2028	6.01	13.01	151.04962	176.3986
ABCA2	5444.03916	6008.50095	232.32097000000002	729.1705599999999	1090.2392300000001	1220.43816
ABCA3	1621.11635	1492.128	184.7481	156.1888	1962.2069	2277.89845
ABCA5	594.0009	623.70372	1605.53936	2316.64286	192.42371	182.26942
ABCA6	174.16	200.45344	62.263259999999995	69.4647	15.9964	24.05977
ABCA7	7275.051590000001	10799.145040000001	4258.35758	4795.38046	445.96039	448.82062
ABCA8	22.66	31.792790000000004	14.7043	11.679039999999999	7.414689999999999	2.47985
ABCA9	68.59577	74.5971	57.25139	69.6927	6.621510000000001	7.804889999999999
ABCB1	3.57809	14.01	80.02002	373.029	6.01	7.01
ABCB10	11006.9088	10790.1073	11422.7815	12686.1474	9618.6661	9443.09016
ABCB5	13.19684	13.437870000000002	14.2347	9.3273	1.1609	4.02926
ABCB6	108.45188	543.67823	6455.75009	12030.54383	1114.63672	1182.35804
ABCB7	5944.60127	7791.6648700000005	2520.0376899999997	2839.4214	1056.01109	1174.4198199999998
ABCB8	5675.41837	8576.57583	10909.6362	16736.46829	1798.8949	1813.4223100000002
ABCB9	1320.8459699999999	2042.2249399999998	820.08972	1487.6821	240.20394	276.40927
ABCC1	7402.03123	14192.40489	7250.9448299999995	10678.6975	9466.57063	9906.22875
ABCC10	2246.73048	2882.53701	2802.26976	3639.05226	794.17645	985.53755
ABCC11	196.78116	210.25900000000001	52.22688	45.3006	17.3664	11.15601
ABCC13	23.11919	21.94774	11.57677	18.90669	6.03329	9.57748
ABCC2	148.3373	121.8601	78.02793	220.31957000000003	21.01	50.01
ABCC3	25.24536	55.1816	19.26	42.7642	3.16365	7.333660000000001
ABCC4	6301.75634	4444.48905	1839.3099100000002	2169.769	1799.0107	1526.5108400000001
ABCC5	2481.97638	4244.80252	3328.66788	4632.469239999999	1812.95728	1794.7088
ABCC6	97.52563	113.43158999999999	65.08993000000001	110.12773	32.796459999999996	35.32582
ABCC9	585.423	1110.49261	356.195	562.6469999999999	124.53	140.498
ABCD1	2194.522	3636.2323	723.674	1428.8447800000001	969.1798	1359.6329
ABCD2	1437.08	1547.07	178.01	435.026	768.045	610.0419999999999
ABCD3	3578.95894	6567.197770000001	2443.05505	3986.48412	1261.9715	1133.35196
ABCD4	1848.73568	2005.53677	703.12478	986.62825	429.80397999999997	502.57496
ABCE1	26191.3466	32702.4426	23859.608119999997	34187.5261	13372.095879999999	12180.93911
ABCF1	18332.732640000002	31020.68147	14020.3106	19157.16084	6550.73708	6312.66226
ABCF2	14145.137009999999	18129.10657	20702.4182	29643.7995	11466.5009	10066.54225
ABCF3	8721.93859	9430.713029999999	6819.75125	8495.549159999999	2964.41572	2851.44
ABCG1	6384.8488	7147.67455	165.87354	748.8361	529.2611	1161.1229
ABCG2	3774.5559999999996	3922.1651	138.0202	75.01	1266.0388	615.45187
ABHD1	300.9359	209.5307	72.77044000000001	85.1605	41.87538	57.48069
ABHD10	1401.45576	1762.78	2759.8663	4702.7953	1222.2761699999999	1167.33183
ABHD11	2818.6309	3162.84961	2718.6820000000002	4253.24712	1066.90566	1134.55229
ABHD11-AS1	17.01	28.0401	27.0862	24.01	9.01195	6.01
ABHD12	14718.3872	12856.27972	19365.51127	22678.06485	4077.81066	4237.73813
ABHD12B	12.24132	16.42255	4.12256	27.9506	5.50243	1.10782
ABHD13	1343.33	1802.25	1965.71	2608.83	495.88	518.073
ABHD14A	2445.4141	2200.574	2027.43865	2989.0008	412.49805	548.10755
ABHD14A-ACY1	41.21128	42.9365	30.8115	59.46134	41.04387	32.2008
ABHD14B	19689.8397	16955.8807	6142.1726	7400.4188	1795.86404	1989.2737
ABHD15	2658.88	3173.0	2146.24	3269.7	1016.64	896.632
ABHD16A	6043.98831	7391.677490000001	4334.301579999999	5254.01785	976.95642	1005.89266
ABHD17A	5993.4298	13059.4111	11223.62632	19545.363999999998	2946.53964	3180.9395
ABHD17AP1	8.56226	9.23465	6.94751	12.8156	5.69975	4.54473
ABHD17B	4.45962	236.1389	3697.51	4533.65	1569.1070000000002	1569.116
ABHD17C	6772.92875	10547.43568	2507.4	4230.91534	1281.74	1325.32
ABHD18	2734.3112	2915.355	3077.6685	4516.67	848.0992	942.4634
ABHD2	16179.514009999999	17302.33148	47514.161889999996	37361.541560000005	4437.92519	3739.22718
ABHD3	23298.82415	10701.0344	9942.6984	12264.6924	2113.70043	1987.81335
ABHD4	2003.29545	2039.11935	4568.23357	5006.95957	1395.7605800000001	1187.64462
ABHD5	1701.3636600000002	2414.62853	1622.35021	1825.44204	318.06264	249.0343
ABHD6	3473.70876	4472.25391	1533.59531	3677.85921	425.06746	461.15223
ABHD8	1497.70548	2535.15943	1152.04241	2694.51	653.661	1176.87
ABI1	12448.24923	11466.58349	10499.8327	10121.2114	2924.25388	2670.5826
ABI2	6450.2624399999995	8303.4794	5429.19974	6754.13359	1869.09494	2364.28847
ABI3BP	162.70203	19157.7294	128.85662	4184.07435	41.29585	644.81317
ABL1	9390.222	13544.456	3631.6965	5004.072	3884.3596	4020.5429999999997
ABL2	6031.11626	10077.4453	5523.27202	8567.7616	3126.30658	3431.1013299999995
ABLIM1	16083.190230000002	12499.61784	7701.598440000001	6135.53853	2924.42787	3016.31856
ABLIM3	29.02999	2380.14336	6.01	518.0739	3.01	104.04998
ABO	169.425	148.986	43.9197	139.841	19.6951	28.4123
ABR	6268.64265	7623.77807	19554.48432	20673.089219999998	2399.25799	2158.0806
ABRACL	1858.7	3666.93	3103.04598	3524.62	1741.14	1519.55802
ABT1	5902.78	8301.88	5833.3	8029.24	2426.5	2318.4
ABTB1	1631.30773	1582.86736	1241.88585	1751.69087	281.74255	413.76268
ABTB2	633.01	1042.95	321.01	477.102	412.11699999999996	381.852
AC000036.4	15.0066	20.9884	12.046	10.8104	2.11056	2.0242299999999998
AC000068.5	148.24200000000002	64.3691	57.8451	79.1679	12.0595	22.2412
AC000099.1	6.26149	4.07883	2.01	3.0105	1.0100799999999999	1.01
AC000120.7	60.7652	38.5078	13.7533	16.7359	4.63722	4.20525
AC000123.2	264.117	339.778	449.083	380.67699999999996	163.267	162.145
AC000123.3	33.01	61.9758	26.406999999999996	77.5853	12.5171	18.1511
AC000123.4	60.01	76.0368	39.613	76.4347	14.5029	34.8689
AC000367.1	100.18299999999999	136.093	73.4106	83.6032	21.2524	25.1947
AC000403.1	5.02936	11.3442	4.01	5.11203	3.1156099999999998	1.03633
AC000403.4	110.01	121.26899999999999	33.0472	23.01	8.01	8.01
AC001226.7	3.01	15.0319	4.02884	12.01	2.01	1.01
AC002059.10	21.01	61.4058	9.026019999999999	48.01	5.01779	4.01
AC002069.5	326.365	442.455	168.81799999999998	477.274	5.2354199999999995	8.516589999999999
AC002116.7	99.0248	119.721	101.134	172.016	27.456999999999997	28.833000000000002
AC002117.1	46.2142	68.5171	24.469	48.3881	4.40393	5.90839
AC002127.4	4.01	8.01	3.01	3.01	1.01	4.27318
AC002306.1	16.9574	44.7428	11.0085	5.18486	1.02831	6.02102
AC002310.12	807.138	923.7031	148.322	291.1937	29.2132	52.5304
AC002310.14	195.093	243.15	120.01	129.01	61.0689	43.01
AC002310.17	12.3695	31.6685	6.21296	11.338	1.01862	2.2764599999999997
AC002310.7	30.9848	87.81631999999999	45.4629	55.70847	7.498410000000001	12.5552
AC002398.13	148.507	223.375	67.917	209.648	28.6587	66.4586
AC002398.9	317.69599999999997	202.717	271.802	350.44599999999997	63.0181	136.417
AC002429.5	64.872	75.9866	33.5549	20.4622	3.6122699999999996	6.0679099999999995
AC002451.3	32.3788	20.0778	16.0645	1.01	11.0994	6.01
AC002454.1	1.01	8.01	3.01	5.13419	9.064739999999999	6.04375
AC002467.7	361.6482	421.8626	310.259	199.5312	49.03	45.21525
AC002519.8	107.005	151.184	37.744	76.6424	6.14616	3.03437
AC002550.5	24.8524	45.7495	34.1675	55.1994	10.0871	7.6874
AC002550.6	19.01	14.01	20.01	34.0405	20.01	15.5787
AC002985.3	42.7485	13.00376	36.1887	15.8262	5.44804	4.129980000000001
AC003002.6	4.27303	23.0095	11.61165	13.5737	2.6650400000000003	6.912439999999999
AC003003.5	82.4689	69.6032	51.4462	31.5476	15.3443	19.2451
AC003075.4	14.23709	17.01269	34.08323	55.091730000000005	9.01	5.08216
AC003104.1	9.01	13.01	10.01	1.01	6.01	2.01
AC003664.1	8.78916	17.7993	4.74408	13.4323	1.0106600000000001	6.6227
AC003958.2	1.01284	4.03207	5.1349800000000005	2.0106	1.01	1.02731
AC003973.3	43.2496	40.8897	44.3922	36.7934	4.02543	7.04955
AC003973.4	15.64	3.09367	4.36986	17.4426	3.01	3.03396
AC003991.3	255.10562000000002	428.74682	131.4464	192.215	30.930659999999996	53.335980000000006
AC004009.2	2.2459599999999997	4.085780000000001	2.0108099999999998	1.0376	1.01	1.09731
AC004019.10	1.01027	5.01708	2.01258	5.0132699999999994	1.01	1.01024
AC004019.13	50.3489	42.41105	56.122659999999996	36.48291	10.1417	2.96443
AC004053.1	17.7459	4.12515	20.1877	1.31962	10.5663	6.36521
AC004057.1	14441.7	19528.4	19649.1	32256.2	11882.9	11475.0
AC004067.5	4.01	22.6954	34.01	29.01	3.01	9.01
AC004076.5	125.859	103.04	62.5958	132.476	33.4113	40.3399
AC004076.7	63.3805	58.891000000000005	25.3543	26.1414	5.45121	13.2726
AC004112.4	20.02	13.01	41.02	38.02	17.01	15.02
AC004156.3	463.14	329.48400000000004	122.869	143.239	34.1453	43.8362
AC004158.3	48.3566	46.93155	40.9795	68.9002	7.31128	12.86241
AC004231.2	7.054310000000001	7.769019999999999	3.06176	4.08124	1.01965	3.01
AC004237.1	196.46901	192.73269	165.65261999999998	168.21681999999998	15.95904	32.4201
AC004381.6	1597.2848099999999	3303.08955	1411.14337	2207.5041	207.83688	305.64144
AC004383.3	13.7153	6.01014	10.0154	7.99582	3.61489	2.0101400000000003
AC004386.4	20.645	28.3842	13.0293	7.79865	2.14498	1.53298
AC004448.5	58.5253	48.6504	26.772790000000004	55.05661	8.830860000000001	6.30026
AC004449.6	25.01	2.01	4.01	19.01	5.01	9.01
AC004453.8	10.234	13.0594	9.20238	9.84329	2.02875	2.02577
AC004471.10	26.2904	11.8045	22.3534	13.7594	1.62761	13.1063
AC004471.9	3.01	28.0375	13.01	18.01	5.01	12.01
AC004490.1	12.2024	19.2382	31.9555	20.7206	6.05075	3.2905900000000003
AC004538.3	5.82556	23.0557	10.5391	15.03	3.03	3.02
AC004540.5	21.03001	25.03005	1.01	10.02	2.01	5.02
AC004595.1	17.3786	24.5989	2.3285400000000003	31.7194	2.5196	7.4134
AC004623.3	12.5717	40.4794	39.9154	65.8019	8.49107	11.2876
AC004691.1	16.0102	29.0467	6.06166	8.18482	2.0457400000000003	5.35494
AC004813.1	283.67400000000004	325.431	382.681	400.394	105.69	100.34700000000001
AC004824.2	2.36145	4.051130000000001	1.41489	9.648810000000001	2.4577400000000003	3.23942
AC004854.4	27.91525	19.0146	11.52748	31.9781	9.24359	2.01
AC004862.6	15.98725	13.363029999999998	3.09567	8.286489999999999	1.01	1.07625
AC004878.8	25.9635	11.9802	4.07684	3.01	4.01	2.94582
AC004893.10	40.0387	17.0221	8.01	4.01082	3.01	11.01
AC004893.11	460.10900000000004	298.4108	235.4027	324.51	204.7205	277.5152
AC004941.3	43.2357	37.9887	24.4901	68.2034	8.199639999999999	12.2519
AC004951.6	1126.5	1128.6	849.238	1178.1	202.248	268.52099999999996
AC004967.7	529.154	485.18199999999996	228.55	302.959	130.197	141.624
AC004980.7	728.951	668.1813	389.2016	426.4128	545.2484	487.1316
AC004985.12	42.6766	37.5843	29.1994	36.3707	7.33595	8.67993
AC004988.1	16.0526	10.8189	1.02264	3.07088	2.05547	1.10165
AC005037.3	92.0222	36.5657	85.8418	104.0897	5.13848	7.5622300000000005
AC005042.4	12.05044	15.091270000000002	7.10663	10.16924	3.02325	5.0210099999999995
AC005062.2	415.40501	390.32912000000005	330.52609	476.87252	50.69678	60.20644
AC005071.3	25.01	50.9251	49.01	60.01	4.51	15.01
AC005076.5	248.2359	169.10031999999998	79.7198	131.2003	21.01	36.01
AC005077.14	160.22	255.35299999999998	20.3048	21.4272	13.01	28.1574
AC005082.12	62.9784	53.3174	5.01463	9.02505	4.01818	5.02612
AC005083.1	776.117	560.0319999999999	743.4639999999999	1232.029	237.0301	198.3258
AC005104.3	19.1441	35.1439	17.0955	26.1211	2.01138	3.01207
AC005154.6	1744.61765	1664.3578699999998	1044.2621	1190.79321	302.62348	414.05292000000003
AC005176.2	11.4843	7.8661	12.7199	27.9419	5.49904	4.88847
AC005224.2	24.1955	22.5378	72.51899999999999	83.5372	4.15958	2.0165900000000003
AC005229.1	86.2548	110.176	44.2036	44.0989	9.22377	19.3235
AC005235.1	41.532	45.8635	27.2333	42.8873	6.97863	11.0388
AC005253.2	201.291	269.69	177.122	192.834	42.5857	74.6299
AC005253.4	21.3214	38.3611	25.9582	37.992	5.23872	5.8236
AC005262.2	1.06084	5.33852	1.08275	3.3080300000000005	1.01	1.0343
AC005276.1	29.4285	38.122	16.9646	12.2053	8.81904	2.95939
AC005306.3	111.6703	132.1421	101.6653	104.6165	9.82386	18.197779999999998
AC005307.1	1146.41	690.054	161.94299999999998	307.64799999999997	8.1269	3.03305
AC005307.3	5197.8655	4013.9141	2202.8291	4114.55149	81.12398	41.12267
AC005324.6	4.08343	5.24755	8.25197	11.3959	1.01863	2.01651
AC005329.7	549.086	422.616	746.4889999999999	1027.09	228.842	201.489
AC005330.2	15.1578	10.0333	2.01459	4.16121	7.01107	2.0108
AC005355.2	8.47984	17.1979	5.0157099999999994	9.025260000000001	5.02867	5.615480000000001
AC005387.2	4.01	15.0121	20.01	21.0474	2.01	1.01
AC005387.3	10.0281	28.6826	7.037139999999999	19.0293	3.02037	6.01764
AC005517.3	61.0401	94.6625	56.95399999999999	53.263000000000005	13.9241	11.3049
AC005519.4	49.0749	37.2091	23.9568	18.8591	4.513240000000001	10.2761
AC005523.2	365.50199999999995	525.757	849.3019099999999	1198.68537	115.54799999999999	130.525
AC005523.3	17.01	55.01	10.01	15.01	4.01	1.01
AC005532.5	65.3461	62.548840000000006	6.3112699999999995	48.868790000000004	11.35078	7.220560000000001
AC005534.8	90.01	96.0968	26.3146	48.9526	8.086739999999999	9.01
AC005537.2	472.5031	620.28726	108.25288	185.68438	25.24696	33.47064
AC005540.3	111.19200000000001	171.69299999999998	156.197	208.997	26.4293	20.5481
AC005546.2	7.139189999999999	8.28373	2.0624	27.4986	1.01235	2.0674
AC005562.1	1404.9605	1301.8348	674.11084	817.4194	145.23903	170.2821
AC005592.2	15.77891	33.45241	3.01	6.01	7.01	12.03
AC005593.2	7.01	13.01	3.01	3.01	1.01	1.01
AC005606.14	18.003970000000002	17.57859	14.415610000000001	24.396	2.01658	2.03266
AC005606.15	206.877	127.12200000000001	96.1253	151.062	4.10781	4.07496
AC005614.3	133.72299999999998	152.601	39.8046	56.3383	8.83417	20.7753
AC005616.1	88.4443	74.4099	60.9246	78.9251	1.01	3.01
AC005616.2	16.7251	12.4648	1.24138	1.05617	1.08899	1.02903
AC005618.6	51.42100000000001	65.5058	4.03448	18.5794	4.02361	16.2542
AC005621.1	5.37484	2.40531	7.14871	1.25959	1.14018	1.01
AC005682.5	133.3079	426.74800000000005	190.2301	310.3633	87.7582	96.2983
AC005682.6	82.0227	140.584	8.01	60.4258	15.01	16.4847
AC005702.1	87.8184	134.256	7.6474	28.6437	6.636089999999999	12.5958
AC005702.3	12.0339	16.9034	25.6321	14.9857	6.62105	5.1721
AC005740.6	19.0148	12.01	16.01	59.01	1.01023	1.01
AC005752.10	13.9453	5.8938	5.7579	2.12046	1.33464	3.06208
AC005754.8	21.9369	14.6868	35.8905	56.3079	3.34668	8.727960000000001
AC005757.6	13.9508	4.380319999999999	4.568219999999999	13.3574	4.04911	2.01602
AC005775.2	78.3789	70.6801	51.9905	36.0575	5.66964	12.1865
AC005776.1	11.2453	18.9524	9.01281	16.0151	2.01	8.01
AC005785.2	60.53638	120.929	42.0509	69.57788000000001	8.205789999999999	12.72255
AC005785.5	26.4073	38.8429	10.1477	17.1502	3.0428599999999997	5.11822
AC005786.6	74.6774	42.6393	36.9572	73.1049	23.7051	24.0829
AC005795.1	1.02262	11.0756	7.28959	5.6803	1.01793	1.0171299999999999
AC005822.1	2.20364	4.31631	1.08896	10.1586	1.09019	1.0828
AC005943.2	705.7339999999999	990.207	1944.21	2007.64	492.17800000000005	515.759
AC005944.2	95.7886	166.15599999999998	7.88005	28.9187	23.3512	21.0852
AC006000.5	22.8742	13.0824	7.909910000000001	27.7739	1.01388	3.01
AC006014.7	7.46881	47.2851	19.0554	24.8753	21.6641	11.2848
AC006014.8	63.4609	41.861000000000004	12.71415	12.92225	8.751389999999999	18.9623
AC006019.3	32.8147	41.1667	180.645	136.099	10.2379	11.9194
AC006033.22	2.0112099999999997	1.0106	8.01517	4.015969999999999	6.01	3.01
AC006042.7	15.841	14.8177	16.3697	3.0360099999999997	4.94495	12.6772
AC006042.8	12.01	13.01	15.01	48.0978	9.01	10.0302
AC006077.3	47.01	40.01	34.1661	64.01	8.20187	10.01
AC006116.15	8.05631	13.5554	6.07782	24.1203	3.01	9.05847
AC006116.17	53.2823	19.099870000000003	25.3279	8.60944	1.01	4.26766
AC006116.20	28.0391	21.05	7.22077	14.02	3.01	3.03
AC006126.3	4.01	7.01	6.01	2.50909	1.01	1.01
AC006128.2	67.8596	128.68	21.4721	5.0207	7.01555	6.01704
AC006129.2	625.3146	660.2787	2297.951	5136.608	80.7452	104.1301
AC006145.4	474.835	394.088	116.735	125.81200000000001	37.3215	79.6868
AC006262.4	14.1924	11.01	6.02	11.7572	1.01	2.01
AC006262.5	26.2067	36.08108	38.4853	14.510810000000001	1.0580399999999999	7.16325
AC006273.4	50.341	44.56	20.7884	40.0042	6.79524	7.25053
AC006369.3	25.1007	17.8216	16.4902	3.3108800000000005	3.9126800000000004	5.656619999999999
AC006386.1	10.146	11.6736	12.4647	18.2569	1.01231	2.01556
AC006449.2	43.8776	77.8284	18.8022	38.2286	6.23441	4.1982
AC006480.1	16.5874	7.24971	2.5870599999999997	10.3126	3.74705	2.01
AC006486.10	117.741	131.827	176.889	159.645	36.2497	36.9012
AC006509.7	2293.22	2269.84	718.0189999999999	2221.79	2648.05	2266.45
AC006538.1	328.088	235.092	90.7106	81.4141	81.9935	73.8532
AC006547.13	60.48251	123.65746000000001	78.45763000000001	129.80906000000002	76.02185	92.22421999999999
AC006547.15	7.4588600000000005	2.6071	11.2578	8.24618	3.4013699999999996	1.05587
AC006547.8	6.09584	5.69258	9.99748	17.2415	1.07839	1.05536
AC006548.28	5320.09	5417.3	2939.79	4302.68	930.225	1371.39
AC006552.1	77.8669	52.4719	16.8517	6.65937	1.28413	7.6181
AC006946.16	179.894	155.12	196.014	347.98400000000004	107.39399999999999	132.808
AC006946.17	21.0675	8.04214	12.01	17.0896	1.01	4.01
AC006978.6	470.105	1163.7	372.12800000000004	537.601	148.01	164.765
AC006987.4	4.0453	22.2789	3.0978	1.02254	20.8231	9.20615
AC006987.6	4.01	6.01	3.01	2.01	3.01	4.1260699999999995
AC007036.4	36.036	14.3019	4.30209	16.089000000000002	1.01775	1.1241
AC007036.6	52.1755	79.9333	32.01	68.01	1.01	1.01
AC007038.7	194.488	178.977	78.3224	79.4118	24.5375	21.0725
AC007040.11	53.1164	110.8758	24.226999999999997	20.6595	32.2874	41.4228
AC007040.6	12.2564	14.2756	16.5148	34.7377	11.3397	6.719939999999999
AC007099.1	98.0426	61.7822	13.0574	21.5553	13.5421	3.4750699999999997
AC007126.1	265.117	208.775	194.187	130.093	53.8501	59.5047
AC007131.1	24.9645	10.1287	1.1671	16.5738	1.08247	6.63046
AC007191.4	504.955	466.598	286.175	296.43	48.3112	61.9294
AC007228.5	38.6854	21.6847	20.2772	28.3983	5.10144	3.03037
AC007228.9	55.3068	58.0863	32.9101	41.4174	29.5308	35.0567
AC007229.3	4.40118	5.53873	2.11603	5.281569999999999	6.30771	3.24337
AC007246.3	627.17955	657.3503099999999	635.12399	1293.4497900000001	406.29443	374.17424
AC007249.3	38.9023	13.4188	5.52658	4.01	3.01	7.01
AC007255.8	166.9963	191.293	155.7845	245.5673	11.550889999999999	11.203439999999999
AC007256.5	2.0173099999999997	3.02121	4.02846	3.02287	3.0157	1.01183
AC007285.7	19.01	24.01	7.01	2.01	4.01	12.01
AC007292.3	56.251999999999995	70.55	47.4382	63.9781	5.05811	19.2333
AC007292.4	7.26138	1.15425	15.1047	9.60015	2.40607	4.25076
AC007292.6	62.8149	101.125	63.6993	99.01100000000001	31.3662	31.9482
AC007318.5	16.6566	72.8317	26.2307	39.9068	5.82711	13.3072
AC007326.1	331.85699999999997	373.13599999999997	107.781	180.42	38.7912	53.0475
AC007326.10	11.0222	32.66	8.35745	28.0321	4.01015	5.014130000000001
AC007339.2	9.01	2.01	19.01	12.01	4.01	1.01
AC007365.3	28.01	32.01	27.01	58.01	4.01	14.01
AC007383.3	200.6134	161.5583	122.3774	161.4927	18.244	25.020020000000002
AC007383.4	56.3408	36.2137	51.3941	107.574	14.2711	17.9548
AC007386.2	115.905	116.215	29.884	83.2275	7.472689999999999	9.211739999999999
AC007389.3	143.075	222.05700000000002	85.5096	150.43	26.0443	34.2066
AC007391.2	29.7318	21.01	15.01	17.01	2.01	4.01
AC007392.3	6.23158	20.308	12.77692	2.10679	1.01	3.01
AC007405.4	29.4738	54.09285	37.048	47.918	8.99963	9.79272
AC007405.6	186.4323	83.7214	84.3359	107.02	20.70056	38.02
AC007528.1	49.4275	30.9931	45.2218	100.979	20.2073	21.4782
AC007567.1	8.07724	4.3464599999999995	18.117	23.3963	4.503340000000001	9.86861
AC007620.3	207.14019	340.5503	40.5206	88.17824	24.12118	18.49665
AC007682.1	6.01539	6.30246	13.1172	8.01891	3.01125	1.01362
AC007743.1	826.793	647.7669999999999	991.9621099999999	779.4489	132.87	198.37900000000002
AC007773.2	68.3009	68.3701	78.8046	130.596	22.6563	29.7206
AC007790.4	3.0455799999999997	2.01008	1.01003	3.0101	2.01	5.01
AC007875.2	16.01	9.01	35.01	49.01	2.01	3.01
AC007879.6	10.01	10.01	26.01	30.8575	3.01	7.01
AC007950.2	12.3091	18.4377	4.24754	14.4714	3.06439	3.06245
AC007969.5	59.123000000000005	98.5686	47.1816	120.68799999999999	22.4003	15.7136
AC008072.1	29.855	13.8876	10.0073	19.5759	3.78646	13.7477
AC008074.1	85.2559	92.2682	77.4679	88.7884	11.4684	11.49
AC008074.3	16.7532	14.0801	12.5591	8.15118	6.65751	7.73502
AC008079.10	297.35	321.33099999999996	234.753	279.04200000000003	52.3123	103.48700000000001
AC008088.4	45.3569	24.3	2.09767	3.01	2.01	2.32104
AC008132.15	192.78106	192.99400000000003	78.825	187.525	54.4903	66.2833
AC008278.3	19.3498	22.1734	11.2415	20.0248	1.93005	2.8603099999999997
AC008522.1	92.3679	284.41	17.5227	62.1246	9.20684	22.2073
AC008565.1	20.0135	4.5730699999999995	9.58413	6.18045	1.03914	3.25362
AC008592.3	58.0552	86.7399	18.2868	23.3187	6.00746	10.1171
AC008592.8	34.1297	10.5922	16.1748	15.7014	1.4764899999999999	1.99938
AC008686.1	13.2189	13.3824	11.0463	18.4334	4.72312	3.4680800000000005
AC008746.12	48.01	19.2268	7.01	7.01	2.02117	7.01
AC008746.5	32.0515	30.2181	16.01	11.01	1.01	6.01
AC008914.1	3.09518	6.818389999999999	5.92932	6.56155	1.03972	1.1094899999999999
AC008937.3	16.3215	28.0124	12.01	10.01	1.01681	7.01
AC008982.2	40.259	57.1621	33.0167	24.5497	7.18059	7.41401
AC008984.2	20.4711	12.3501	5.18572	7.202380000000001	1.04263	1.11781
AC008985.1	27.5077	26.7254	18.924	82.9447	9.4645	7.83547
AC008993.2	242.37099999999998	276.047	120.823	149.47	39.4545	38.6559
AC009005.2	871.1623	1119.46	1082.6554	1679.6529999999998	82.97984	70.59829
AC009060.2	592.339	537.557	376.725	784.794	121.84200000000001	128.189
AC009060.3	46.2719	58.1117	37.5168	35.4985	9.768369999999999	5.51237
AC009065.4	204.835	324.068	176.838	243.171	46.1401	41.6941
AC009095.4	50.869	54.8441	45.452	14.7496	8.999360000000001	10.6873
AC009120.11	45.2747	24.4522	23.998	12.0096	3.63899	3.4623699999999995
AC009120.3	95.0636	103.134	8.01	16.0327	8.01	9.01
AC009120.5	58.1722	102.491	6.01	5.01	2.01	3.01253
AC009120.6	700.3774900000001	684.37113	178.07473000000002	225.45614	36.3937	62.896330000000006
AC009127.1	22.4674	75.5432	33.7371	29.4779	1.06087	2.77415
AC009133.12	2049.9649	2304.7391	3023.7033300000003	2943.4641	1203.82036	1134.7731
